winner_fighter,looser_fighter,match_number,method,referee,number_rounds,round_time,weight_class,event_date,event_location,event_name
Carlos Condit,Dong Hyun Kim,"


                        7                    ",TKO (Flying Knee and Punches),Steve Mazzagatti,1,2:58,,2011-07-02T00:00:00-07:00," MGM Grand Garden Arena, Las Vegas, Nevada, United States",UFC 132 - Cruz vs. Faber 2
Melvin Guillard,Shane Roller,"


                        6                    ",KO (Punches),Josh Rosenthal,1,2:12,,2011-07-02T00:00:00-07:00," MGM Grand Garden Arena, Las Vegas, Nevada, United States",UFC 132 - Cruz vs. Faber 2
Rafael dos Anjos,George Sotiropoulos,"


                        5                    ",KO (Punch),Yves Lavigne,1,0:59,,2011-07-02T00:00:00-07:00," MGM Grand Garden Arena, Las Vegas, Nevada, United States",UFC 132 - Cruz vs. Faber 2
Brian Bowles,Takeya Mizugaki,"


                        4                    ",Decision (Unanimous),Mario Yamasaki,3,5:00,,2011-07-02T00:00:00-07:00," MGM Grand Garden Arena, Las Vegas, Nevada, United States",UFC 132 - Cruz vs. Faber 2
Aaron Simpson,Brad Tavares,"


                        3                    ",Decision (Unanimous),Josh Rosenthal,3,5:00,,2011-07-02T00:00:00-07:00," MGM Grand Garden Arena, Las Vegas, Nevada, United States",UFC 132 - Cruz vs. Faber 2
Anthony Njokuani,Andre Winner,"


                        2                    ",Decision (Unanimous),Yves Lavigne,3,5:00,,2011-07-02T00:00:00-07:00," MGM Grand Garden Arena, Las Vegas, Nevada, United States",UFC 132 - Cruz vs. Faber 2
Jeff Hougland,Donny Walker,"


                        1                    ",Decision (Unanimous),Mario Yamasaki,3,5:00,,2011-07-02T00:00:00-07:00," MGM Grand Garden Arena, Las Vegas, Nevada, United States",UFC 132 - Cruz vs. Faber 2
"
Cheick Kongo
","
Pat Barry
",Match 11,Method KO (Punch),Referee Dan Miragliotta,Round 1,Time 2:39,Heavyweight,2011-06-26T00:00:00-07:00," Consol Energy Center, Pittsburgh, Pennsylvania, United States",UFC Live 4 - Kongo vs. Barry
Charlie Brenneman,Rick Story,"


                        10                    ",Decision (Unanimous),Mark Matheny,3,5:00,,2011-06-26T00:00:00-07:00," Consol Energy Center, Pittsburgh, Pennsylvania, United States",UFC Live 4 - Kongo vs. Barry
Matt Brown,John Howard,"


                        9                    ",Decision (Unanimous),Dan Miragliotta,3,5:00,,2011-06-26T00:00:00-07:00," Consol Energy Center, Pittsburgh, Pennsylvania, United States",UFC Live 4 - Kongo vs. Barry
Matt Mitrione,Christian Morecraft,"


                        8                    ",KO (Punches),Mark Matheny,2,4:28,,2011-06-26T00:00:00-07:00," Consol Energy Center, Pittsburgh, Pennsylvania, United States",UFC Live 4 - Kongo vs. Barry
Tyson Griffin,Manny Gamburyan,"


                        7                    ",Decision (Majority),Chip Snider,3,5:00,,2011-06-26T00:00:00-07:00," Consol Energy Center, Pittsburgh, Pennsylvania, United States",UFC Live 4 - Kongo vs. Barry
Javier Vazquez,Joe Stevenson,"


                        6                    ",Decision (Unanimous),Keith Peterson,3,5:00,,2011-06-26T00:00:00-07:00," Consol Energy Center, Pittsburgh, Pennsylvania, United States",UFC Live 4 - Kongo vs. Barry
Joe Lauzon,Curt Warburton,"


                        5                    ",Submission (Kimura),Chip Snider,1,1:58,,2011-06-26T00:00:00-07:00," Consol Energy Center, Pittsburgh, Pennsylvania, United States",UFC Live 4 - Kongo vs. Barry
Rich Attonito,Daniel Roberts,"


                        4                    ",Decision (Unanimous),Keith Peterson,3,5:00,,2011-06-26T00:00:00-07:00," Consol Energy Center, Pittsburgh, Pennsylvania, United States",UFC Live 4 - Kongo vs. Barry
Nik Lentz,Charles Oliveira,"


                        3                    ",No Contest (Illegal Knee),Chip Snider,2,1:48,,2011-06-26T00:00:00-07:00," Consol Energy Center, Pittsburgh, Pennsylvania, United States",UFC Live 4 - Kongo vs. Barry
Ricardo Lamas,Matt Grice,"


                        2                    ",TKO (Head Kick and Punches),Keith Peterson,1,4:41,,2011-06-26T00:00:00-07:00," Consol Energy Center, Pittsburgh, Pennsylvania, United States",UFC Live 4 - Kongo vs. Barry
Michael Johnson,Edward Faaloloto,"


                        1                    ",TKO (Punches),Mark Matheny,1,4:42,,2011-06-26T00:00:00-07:00," Consol Energy Center, Pittsburgh, Pennsylvania, United States",UFC Live 4 - Kongo vs. Barry
"
Junior dos Santos
","
Shane Carwin
",Match 12,Method Decision (Unanimous),Referee Herb Dean,Round 3,Time 5:00,Heavyweight,2011-06-11T00:00:00-07:00," Rogers Arena, Vancouver, British Columbia, Canada",UFC 131 - Dos Santos vs. Carwin
Kenny Florian,Diego Nunes,"


                        11                    ",Decision (Unanimous),John McCarthy,3,5:00,,2011-06-11T00:00:00-07:00," Rogers Arena, Vancouver, British Columbia, Canada",UFC 131 - Dos Santos vs. Carwin
Mark Munoz,Demian Maia,"


                        10                    ",Decision (Unanimous),Jerin Valel,3,5:00,,2011-06-11T00:00:00-07:00," Rogers Arena, Vancouver, British Columbia, Canada",UFC 131 - Dos Santos vs. Carwin
Dave Herman,John Olav Einemo,"


                        9                    ",TKO (Punches),Kevin Dornan,2,3:19,,2011-06-11T00:00:00-07:00," Rogers Arena, Vancouver, British Columbia, Canada",UFC 131 - Dos Santos vs. Carwin
Donald Cerrone,Vagner Rocha,"


                        8                    ",Decision (Unanimous),Herb Dean,3,5:00,,2011-06-11T00:00:00-07:00," Rogers Arena, Vancouver, British Columbia, Canada",UFC 131 - Dos Santos vs. Carwin
Sam Stout,Yves Edwards,"


                        7                    ",KO (Punch),John McCarthy,1,3:52,,2011-06-11T00:00:00-07:00," Rogers Arena, Vancouver, British Columbia, Canada",UFC 131 - Dos Santos vs. Carwin
Chris Weidman,Jesse Bongfeldt,"


                        6                    ",Submission (Guillotine Choke),Jerin Valel,1,4:54,,2011-06-11T00:00:00-07:00," Rogers Arena, Vancouver, British Columbia, Canada",UFC 131 - Dos Santos vs. Carwin
Krzysztof Soszynski,Mike Massenzio,"


                        5                    ",Decision (Unanimous),Kevin Dornan,3,5:00,,2011-06-11T00:00:00-07:00," Rogers Arena, Vancouver, British Columbia, Canada",UFC 131 - Dos Santos vs. Carwin
Nick Ring,James Head,"


                        4                    ",Submission (Rear-Naked Choke),Herb Dean,3,3:33,,2011-06-11T00:00:00-07:00," Rogers Arena, Vancouver, British Columbia, Canada",UFC 131 - Dos Santos vs. Carwin
Dustin Poirier,Jason Young,"


                        3                    ",Decision (Unanimous),John McCarthy,3,5:00,,2011-06-11T00:00:00-07:00," Rogers Arena, Vancouver, British Columbia, Canada",UFC 131 - Dos Santos vs. Carwin
Joey Beltran,Aaron Rosa,"


                        2                    ",TKO (Punches),Jerin Valel,3,1:26,,2011-06-11T00:00:00-07:00," Rogers Arena, Vancouver, British Columbia, Canada",UFC 131 - Dos Santos vs. Carwin
Darren Elkins,Michihiro Omigawa,"


                        1                    ",Decision (Unanimous),Kevin Dornan,3,5:00,,2011-06-11T00:00:00-07:00," Rogers Arena, Vancouver, British Columbia, Canada",UFC 131 - Dos Santos vs. Carwin
"
Tony Ferguson
","
Ramsey Nijem
",Match 11,Method KO (Punches),Referee Josh Rosenthal,Round 1,Time 3:54,,2011-06-04T00:00:00-07:00," Palms Casino Resort, Las Vegas, Nevada, United States",UFC - The Ultimate Fighter 13 Finale
Clay Guida,Anthony Pettis,"


                        10                    ",Decision (Unanimous),Steve Mazzagatti,3,5:00,,2011-06-04T00:00:00-07:00," Palms Casino Resort, Las Vegas, Nevada, United States",UFC - The Ultimate Fighter 13 Finale
Ed Herman,Tim Credeur,"


                        9                    ",TKO (Punches),Herb Dean,1,0:48,,2011-06-04T00:00:00-07:00," Palms Casino Resort, Las Vegas, Nevada, United States",UFC - The Ultimate Fighter 13 Finale
Kyle Kingsbury,Fabio Maldonado,"


                        8                    ",Decision (Unanimous),Chris Tognoni,3,5:00,,2011-06-04T00:00:00-07:00," Palms Casino Resort, Las Vegas, Nevada, United States",UFC - The Ultimate Fighter 13 Finale
Chris Cope,Chuck O'Neil,"


                        7                    ",Decision (Unanimous),Josh Rosenthal,3,5:00,,2011-06-04T00:00:00-07:00," Palms Casino Resort, Las Vegas, Nevada, United States",UFC - The Ultimate Fighter 13 Finale
Jeremy Stephens,Daniel Downes,"


                        6                    ",Decision (Unanimous),Steve Mazzagatti,3,5:00,,2011-06-04T00:00:00-07:00," Palms Casino Resort, Las Vegas, Nevada, United States",UFC - The Ultimate Fighter 13 Finale
George Roop,Josh Grispi,"


                        5                    ",KO (Punch to the Body),Herb Dean,3,3:14,,2011-06-04T00:00:00-07:00," Palms Casino Resort, Las Vegas, Nevada, United States",UFC - The Ultimate Fighter 13 Finale
Shamar Bailey,Ryan McGillivray,"


                        4                    ",Decision (Unanimous),Chris Tognoni,3,5:00,,2011-06-04T00:00:00-07:00," Palms Casino Resort, Las Vegas, Nevada, United States",UFC - The Ultimate Fighter 13 Finale
Clay Harvison,Justin Edwards,"


                        3                    ",Decision (Split),Josh Rosenthal,3,5:00,,2011-06-04T00:00:00-07:00," Palms Casino Resort, Las Vegas, Nevada, United States",UFC - The Ultimate Fighter 13 Finale
Scott Jorgensen,Ken Stone,"


                        2                    ",KO (Punches),Steve Mazzagatti,1,4:01,,2011-06-04T00:00:00-07:00," Palms Casino Resort, Las Vegas, Nevada, United States",UFC - The Ultimate Fighter 13 Finale
Reuben Duran,Francisco Rivera,"


                        1                    ",Submission (Rear-Naked Choke),Herb Dean,3,1:57,,2011-06-04T00:00:00-07:00," Palms Casino Resort, Las Vegas, Nevada, United States",UFC - The Ultimate Fighter 13 Finale
"
Quinton Jackson
","
Matt Hamill
",Match 10,Method Decision (Unanimous),Referee Herb Dean,Round 3,Time 5:00,Light Heavyweight,2011-05-28T00:00:00-07:00," MGM Grand Garden Arena, Las Vegas, Nevada, United States",UFC 130 - Rampage vs. Hamill
Frank Mir,Roy Nelson,"


                        9                    ",Decision (Unanimous),Josh Rosenthal,3,5:00,Heavyweight,2011-05-28T00:00:00-07:00," MGM Grand Garden Arena, Las Vegas, Nevada, United States",UFC 130 - Rampage vs. Hamill
Travis Browne,Stefan Struve,"


                        8                    ",KO (Punch),Steve Mazzagatti,1,4:11,Heavyweight,2011-05-28T00:00:00-07:00," MGM Grand Garden Arena, Las Vegas, Nevada, United States",UFC 130 - Rampage vs. Hamill
Rick Story,Thiago Alves,"


                        7                    ",Decision (Unanimous),Kim Winslow,3,5:00,,2011-05-28T00:00:00-07:00," MGM Grand Garden Arena, Las Vegas, Nevada, United States",UFC 130 - Rampage vs. Hamill
Brian Stann,Jorge Santiago,"


                        6                    ",TKO (Punches),Herb Dean,2,4:29,,2011-05-28T00:00:00-07:00," MGM Grand Garden Arena, Las Vegas, Nevada, United States",UFC 130 - Rampage vs. Hamill
Demetrious Johnson,Miguel Torres,"


                        5                    ",Decision (Unanimous),Josh Rosenthal,3,5:00,,2011-05-28T00:00:00-07:00," MGM Grand Garden Arena, Las Vegas, Nevada, United States",UFC 130 - Rampage vs. Hamill
Tim Boetsch,Kendall Grove,"


                        4                    ",Decision (Unanimous),Steve Mazzagatti,3,5:00,,2011-05-28T00:00:00-07:00," MGM Grand Garden Arena, Las Vegas, Nevada, United States",UFC 130 - Rampage vs. Hamill
Gleison Tibau,Rafaello Oliveira,"


                        3                    ",Submission (Rear-Naked Choke),Kim Winslow,2,3:28,,2011-05-28T00:00:00-07:00," MGM Grand Garden Arena, Las Vegas, Nevada, United States",UFC 130 - Rampage vs. Hamill
Michael McDonald,Chris Cariaso,"


                        2                    ",Decision (Split),Josh Rosenthal,3,5:00,,2011-05-28T00:00:00-07:00," MGM Grand Garden Arena, Las Vegas, Nevada, United States",UFC 130 - Rampage vs. Hamill
Renan Barao,Cole Escovedo,"


                        1                    ",Decision (Unanimous),Steve Mazzagatti,3,5:00,,2011-05-28T00:00:00-07:00," MGM Grand Garden Arena, Las Vegas, Nevada, United States",UFC 130 - Rampage vs. Hamill
"
Georges St. Pierre
","
Jake Shields
",Match 12,Method Decision (Unanimous),Referee Herb Dean,Round 5,Time 5:00,Welterweight,2011-04-30T00:00:00-07:00," Rogers Centre, Toronto, Ontario, Canada",UFC 129 - St. Pierre vs. Shields
Jose Aldo,Mark Hominick,"


                        11                    ",Decision (Unanimous),John McCarthy,5,5:00,Featherweight,2011-04-30T00:00:00-07:00," Rogers Centre, Toronto, Ontario, Canada",UFC 129 - St. Pierre vs. Shields
Lyoto Machida,Randy Couture,"


                        10                    ",KO (Front Kick),Yves Lavigne,2,1:05,,2011-04-30T00:00:00-07:00," Rogers Centre, Toronto, Ontario, Canada",UFC 129 - St. Pierre vs. Shields
Vladimir Matyushenko,Jason Brilz,"


                        9                    ",KO (Punches),Dan Miragliotta,1,0:20,,2011-04-30T00:00:00-07:00," Rogers Centre, Toronto, Ontario, Canada",UFC 129 - St. Pierre vs. Shields
Benson Henderson,Mark Bocek,"


                        8                    ",Decision (Unanimous),Yves Lavigne,3,5:00,,2011-04-30T00:00:00-07:00," Rogers Centre, Toronto, Ontario, Canada",UFC 129 - St. Pierre vs. Shields
Rory MacDonald,Nate Diaz,"


                        7                    ",Decision (Unanimous),John McCarthy,3,5:00,,2011-04-30T00:00:00-07:00," Rogers Centre, Toronto, Ontario, Canada",UFC 129 - St. Pierre vs. Shields
Jake Ellenberger,Sean Pierson,"


                        6                    ",KO (Punch),Herb Dean,1,2:42,,2011-04-30T00:00:00-07:00," Rogers Centre, Toronto, Ontario, Canada",UFC 129 - St. Pierre vs. Shields
Claude Patrick,Daniel Roberts,"


                        5                    ",Decision (Unanimous),Dan Miragliotta,3,5:00,,2011-04-30T00:00:00-07:00," Rogers Centre, Toronto, Ontario, Canada",UFC 129 - St. Pierre vs. Shields
Ivan Menjivar,Charlie Valencia,"


                        4                    ",TKO (Elbow and Punches),John McCarthy,1,1:30,,2011-04-30T00:00:00-07:00," Rogers Centre, Toronto, Ontario, Canada",UFC 129 - St. Pierre vs. Shields
Jason MacDonald,Ryan Jensen,"


                        3                    ",Submission (Triangle Choke),Herb Dean,1,1:37,,2011-04-30T00:00:00-07:00," Rogers Centre, Toronto, Ontario, Canada",UFC 129 - St. Pierre vs. Shields
John Makdessi,Kyle Watson,"


                        2                    ",KO (Spinning Backfist),Dan Miragliotta,3,1:27,,2011-04-30T00:00:00-07:00," Rogers Centre, Toronto, Ontario, Canada",UFC 129 - St. Pierre vs. Shields
Pablo Garza,Yves Jabouin,"


                        1                    ",Submission (Flying Triangle Choke),Yves Lavigne,1,4:31,,2011-04-30T00:00:00-07:00," Rogers Centre, Toronto, Ontario, Canada",UFC 129 - St. Pierre vs. Shields
"
Phil Davis
","
Antonio Rogerio Nogueira
",Match 12,Method Decision (Unanimous),Referee Herb Dean,Round 3,Time 5:00,Light Heavyweight,2011-03-26T00:00:00-07:00," Key Arena, Seattle, Washington, United States",UFC Fight Night 24 - Nogueira vs. Davis
Anthony Johnson,Dan Hardy,"


                        11                    ",Decision (Unanimous),Josh Rosenthal,3,5:00,,2011-03-26T00:00:00-07:00," Key Arena, Seattle, Washington, United States",UFC Fight Night 24 - Nogueira vs. Davis
Amir Sadollah,DaMarques Johnson,"


                        10                    ",TKO (Submission to Elbows),Mario Yamasaki,2,3:27,,2011-03-26T00:00:00-07:00," Key Arena, Seattle, Washington, United States",UFC Fight Night 24 - Nogueira vs. Davis
Chan Sung Jung,Leonard Garcia,"


                        9                    ",Submission (Twister),Dan Miragliotta,2,4:59,,2011-03-26T00:00:00-07:00," Key Arena, Seattle, Washington, United States",UFC Fight Night 24 - Nogueira vs. Davis
Mike Russow,Jon Madsen,"


                        8                    ",TKO (Doctor Stoppage),Anthony Hamlett,2,5:00,,2011-03-26T00:00:00-07:00," Key Arena, Seattle, Washington, United States",UFC Fight Night 24 - Nogueira vs. Davis
Mackens Semerzier,Alex Caceres,"


                        7                    ",Submission (Rear-Naked Choke),Mario Yamasaki,1,3:18,,2011-03-26T00:00:00-07:00," Key Arena, Seattle, Washington, United States",UFC Fight Night 24 - Nogueira vs. Davis
John Hathaway,Kris McCray,"


                        6                    ",Decision (Split),Herb Dean,3,5:00,,2011-03-26T00:00:00-07:00," Key Arena, Seattle, Washington, United States",UFC Fight Night 24 - Nogueira vs. Davis
Michael McDonald,Edwin Figueroa,"


                        5                    ",Decision (Unanimous),Josh Rosenthal,3,5:00,,2011-03-26T00:00:00-07:00," Key Arena, Seattle, Washington, United States",UFC Fight Night 24 - Nogueira vs. Davis
